ID,Classe,Vitesse (px/s),Temps (s),X,Y
52,car,79.06,5.44,88,812
53,car,127.48,5.44,145,877
55,car,0.0,5.44,1255,451
57,person,100.0,5.44,776,757
58,motorcycle,325.0,5.44,784,811
1,person,25.0,5.48,1870,766
2,person,25.0,5.48,1606,777
3,motorcycle,25.0,5.48,1606,810
4,traffic light,25.0,5.48,782,261
6,car,50.0,5.48,1478,539
9,traffic light,0.0,5.48,1105,607
16,bicycle,79.06,5.48,1604,814
18,car,75.0,5.48,633,791
22,motorcycle,103.08,5.48,788,831
28,person,103.08,5.48,788,760
40,person,230.49,5.48,788,786
41,car,182.0,5.48,501,855
43,person,167.71,5.48,816,891
51,motorcycle,1446.76,5.48,789,813
52,car,79.06,5.48,91,811
53,car,103.08,5.48,149,876
55,car,0.0,5.48,1255,451
57,person,100.0,5.48,780,757
58,motorcycle,145.77,5.48,787,816
1,person,25.0,5.52,1871,766
2,person,35.36,5.52,1607,778
3,motorcycle,35.36,5.52,1607,809
4,traffic light,25.0,5.52,781,261
6,car,35.36,5.52,1477,538
9,traffic light,0.0,5.52,1105,607
16,bicycle,79.06,5.52,1605,811
18,car,150.0,5.52,639,791
22,motorcycle,103.08,5.52,792,830
28,person,127.48,5.52,793,759
40,person,158.11,5.52,794,788
41,car,201.56,5.52,509,854
43,person,145.77,5.52,821,894
51,motorcycle,103.08,5.52,793,814
52,car,79.06,5.52,94,810
53,car,127.48,5.52,154,875
55,car,0.0,5.52,1255,451
57,person,103.08,5.52,784,758
58,motorcycle,134.63,5.52,792,814
1,person,0.0,5.56,1871,766
2,person,25.0,5.56,1607,779
3,motorcycle,79.06,5.56,1606,806
4,traffic light,0.0,5.56,781,261
6,car,25.0,5.56,1477,537
9,traffic light,0.0,5.56,1105,607
16,bicycle,55.9,5.56,1606,809
18,car,75.0,5.56,642,791
22,motorcycle,180.28,5.56,796,824
28,person,127.48,5.56,798,758
40,person,141.42,5.56,798,784
41,car,176.78,5.56,516,853
43,person,167.71,5.56,827,897
51,motorcycle,127.48,5.56,798,815
52,car,79.06,5.56,97,809
53,car,100.0,5.56,158,875
55,car,25.0,5.56,1254,451
57,person,100.0,5.56,788,758
58,motorcycle,235.85,5.56,797,806
1,person,35.36,5.6,1872,767
2,person,55.9,5.6,1608,777
3,motorcycle,35.36,5.6,1607,805
4,traffic light,0.0,5.6,781,261
6,car,0.0,5.6,1477,537
9,traffic light,25.0,5.6,1104,607
16,bicycle,35.36,5.6,1607,808
18,car,75.0,5.6,645,791
22,motorcycle,111.8,5.6,800,826
28,person,103.08,5.6,802,757
40,person,195.26,5.6,803,778
41,car,201.56,5.6,524,852
51,motorcycle,103.08,5.6,802,816
52,car,79.06,5.6,100,808
53,car,152.07,5.6,164,874
55,car,0.0,5.6,1254,451
57,person,100.0,5.6,792,758
58,motorcycle,160.08,5.6,801,811
1,person,25.0,5.64,1872,768
2,person,55.9,5.64,1609,775
3,bicycle,25.0,5.64,1608,805
4,traffic light,0.0,5.64,781,261
6,car,25.0,5.64,1477,536
9,traffic light,0.0,5.64,1104,607
16,bicycle,35.36,5.64,1608,807
18,car,75.0,5.64,648,791
22,motorcycle,103.08,5.64,804,825
28,person,127.48,5.64,807,756
40,person,111.8,5.64,807,780
41,car,176.78,5.64,531,851
51,motorcycle,134.63,5.64,807,818
52,car,79.06,5.64,103,807
53,car,125.0,5.64,169,874
55,car,0.0,5.64,1254,451
57,person,103.08,5.64,796,759
58,motorcycle,103.08,5.64,805,810
1,person,25.0,5.68,1872,769
2,person,55.9,5.68,1610,777
3,motorcycle,35.36,5.68,1609,804
4,traffic light,0.0,5.68,781,261
6,car,0.0,5.68,1477,536
9,traffic light,25.0,5.68,1105,607
16,bicycle,35.36,5.68,1609,806
18,car,152.07,5.68,654,792
22,motorcycle,103.08,5.68,808,824
28,person,127.48,5.68,812,755
40,person,134.63,5.68,812,778
41,car,175.0,5.68,538,851
51,motorcycle,103.08,5.68,811,819
52,car,79.06,5.68,106,806
53,car,111.8,5.68,173,872
55,car,0.0,5.68,1254,451
57,person,100.0,5.68,800,759
58,motorcycle,79.06,5.68,808,809
1,person,25.0,5.72,1873,769
2,person,55.9,5.72,1611,779
3,motorcycle,35.36,5.72,1610,803
4,traffic light,0.0,5.72,781,261
6,car,35.36,5.72,1478,535
9,traffic light,0.0,5.72,1105,607
16,bicycle,35.36,5.72,1610,805
18,car,152.07,5.72,660,793
22,motorcycle,127.48,5.72,813,823
28,person,100.0,5.72,816,755
40,person,111.8,5.72,816,776
41,car,176.78,5.72,545,850
51,motorcycle,127.48,5.72,816,820
52,car,75.0,5.72,109,806
53,car,103.08,5.72,177,871
55,car,25.0,5.72,1253,451
57,person,100.0,5.72,804,759
58,car,215.06,5.72,813,802
1,person,0.0,5.76,1873,769
2,person,25.0,5.76,1611,780
3,bicycle,35.36,5.76,1611,804
4,traffic light,0.0,5.76,781,261
6,car,0.0,5.76,1478,535
9,traffic light,0.0,5.76,1105,607
16,bicycle,35.36,5.76,1611,804
18,car,111.8,5.76,664,795
22,motorcycle,103.08,5.76,817,822
28,person,127.48,5.76,821,754
40,person,134.63,5.76,821,774
41,car,176.78,5.76,552,849
51,motorcycle,111.8,5.76,820,822
52,car,79.06,5.76,112,805
53,car,125.0,5.76,182,871
55,car,0.0,5.76,1253,451
57,person,79.06,5.76,807,760
58,car,103.08,5.76,817,801
1,person,0.0,5.8,1873,769
2,person,25.0,5.8,1612,780
3,bicycle,25.0,5.8,1612,804
4,traffic light,0.0,5.8,781,261
6,car,0.0,5.8,1478,535
9,traffic light,0.0,5.8,1105,607
16,bicycle,0.0,5.8,1611,804
18,car,100.0,5.8,668,795
22,motorcycle,106.07,5.8,820,825
28,person,103.08,5.8,825,753
40,person,134.63,5.8,826,772
41,car,176.78,5.8,559,848
51,motorcycle,127.48,5.8,825,823
52,car,79.06,5.8,115,804
53,car,103.08,5.8,186,870
55,car,0.0,5.8,1253,451
57,person,100.0,5.8,811,760
58,motorcycle,190.39,5.8,820,794
1,person,25.0,5.84,1873,768
2,person,25.0,5.84,1612,779
3,bicycle,25.0,5.84,1613,804
4,traffic light,0.0,5.84,781,261
6,car,25.0,5.84,1478,536
9,traffic light,0.0,5.84,1105,607
16,bicycle,35.36,5.84,1612,803
18,car,158.11,5.84,674,797
22,motorcycle,103.08,5.84,824,824
28,person,127.48,5.84,830,752
40,person,111.8,5.84,830,770
41,car,176.78,5.84,566,847
51,motorcycle,127.48,5.84,830,824
53,car,75.0,5.84,189,870
55,car,0.0,5.84,1253,451
57,person,100.0,5.84,815,760
58,motorcycle,125.0,5.84,824,791
1,person,25.0,5.88,1874,768
2,person,25.0,5.88,1613,779
3,bicycle,35.36,5.88,1614,803
4,traffic light,0.0,5.88,781,261
6,car,25.0,5.88,1478,537
9,traffic light,0.0,5.88,1105,607
16,bicycle,35.36,5.88,1613,802
18,car,158.11,5.88,680,799
22,motorcycle,125.0,5.88,828,821
28,person,127.48,5.88,835,751
40,person,134.63,5.88,835,768
41,car,152.07,5.88,572,846
51,motorcycle,103.08,5.88,834,825
53,car,100.0,5.88,193,870
57,person,103.08,5.88,819,761
58,person,160.08,5.88,829,787
1,person,55.9,5.92,1876,767
2,person,0.0,5.92,1613,779
3,bicycle,25.0,5.92,1614,802
4,traffic light,0.0,5.92,781,261
6,car,0.0,5.92,1478,537
9,traffic light,0.0,5.92,1105,607
16,bicycle,35.36,5.92,1614,801
18,car,201.56,5.92,688,800
22,motorcycle,100.0,5.92,832,821
28,person,103.08,5.92,839,750
40,person,125.0,5.92,839,765
41,car,125.0,5.92,577,846
51,motorcycle,134.63,5.92,839,827
53,car,103.08,5.92,197,869
57,person,100.0,5.92,823,761
58,person,125.0,5.92,833,784
1,person,25.0,5.96,1875,767
2,person,25.0,5.96,1614,779
3,bicycle,0.0,5.96,1614,802
4,traffic light,0.0,5.96,781,261
6,car,0.0,5.96,1478,537
9,traffic light,0.0,5.96,1105,607
16,bicycle,25.0,5.96,1615,801
18,car,251.25,5.96,698,801
22,motorcycle,103.08,5.96,836,820
28,person,127.48,5.96,844,749
40,person,134.63,5.96,844,763
41,car,150.0,5.96,583,846
51,motorcycle,103.08,5.96,843,828
53,car,103.08,5.96,201,868
57,person,100.0,5.96,827,761
58,person,125.0,5.96,837,781
1,person,0.0,6.0,1875,767
2,person,55.9,6.0,1615,777
3,bicycle,25.0,6.0,1614,801
4,traffic light,0.0,6.0,781,261
6,car,0.0,6.0,1478,537
9,traffic light,0.0,6.0,1105,607
16,bicycle,35.36,6.0,1616,800
18,car,79.06,6.0,701,802
22,motorcycle,103.08,6.0,840,819
28,person,125.0,6.0,849,749
40,person,134.63,6.0,849,761
41,car,150.0,6.0,589,846
51,motorcycle,127.48,6.0,848,829
53,car,134.63,6.0,206,866
57,person,100.0,6.0,831,761
58,person,125.0,6.0,841,778
1,person,25.0,6.04,1875,768
2,person,50.0,6.04,1615,779
3,bicycle,25.0,6.04,1614,802
4,traffic light,0.0,6.04,781,261
6,car,25.0,6.04,1478,536
9,traffic light,0.0,6.04,1105,607
16,bicycle,25.0,6.04,1616,799
18,car,134.63,6.04,706,804
22,motorcycle,145.77,6.04,845,822
28,person,103.08,6.04,853,748
40,person,111.8,6.04,853,759
41,car,152.07,6.04,595,845
51,motorcycle,103.08,6.04,852,830
53,car,125.0,6.04,211,866
57,person,103.08,6.04,835,762
58,person,180.28,6.04,845,784
1,person,25.0,6.08,1874,768
2,person,25.0,6.08,1615,778
3,bicycle,25.0,6.08,1614,801
4,traffic light,0.0,6.08,781,261
6,car,0.0,6.08,1478,536
9,traffic light,25.0,6.08,1104,607
16,bicycle,35.36,6.08,1617,798
18,car,175.0,6.08,713,804
22,motorcycle,79.06,6.08,848,821
28,person,127.48,6.08,858,747
40,person,134.63,6.08,858,757
41,car,176.78,6.08,602,844
51,motorcycle,134.63,6.08,857,832
53,car,206.16,6.08,219,864
57,person,100.0,6.08,839,762
58,person,103.08,6.08,849,783
1,person,35.36,6.12,1873,769
2,person,35.36,6.12,1614,777
3,bicycle,25.0,6.12,1615,801
4,traffic light,0.0,6.12,781,261
6,car,25.0,6.12,1479,536
9,traffic light,0.0,6.12,1104,607
16,bicycle,25.0,6.12,1618,798
18,car,276.13,6.12,724,805
22,motorcycle,100.0,6.12,852,821
28,person,127.48,6.12,863,746
40,person,134.63,6.12,863,755
41,car,152.07,6.12,608,843
51,motorcycle,103.08,6.12,861,833
53,car,251.25,6.12,229,863
57,person,100.0,6.12,843,762
58,person,79.06,6.12,852,784
1,person,25.0,6.16,1873,770
2,person,25.0,6.16,1614,778
3,bicycle,0.0,6.16,1615,801
4,traffic light,25.0,6.16,780,261
6,car,35.36,6.16,1478,537
9,traffic light,25.0,6.16,1105,607
16,bicycle,35.36,6.16,1619,797
18,car,176.78,6.16,731,806
22,motorcycle,127.48,6.16,857,820
28,person,103.08,6.16,867,745
40,person,111.8,6.16,867,753
41,car,152.07,6.16,614,842
51,motorcycle,127.48,6.16,866,834
53,car,226.38,6.16,238,862
57,person,103.08,6.16,847,763
58,person,111.8,6.16,856,782
1,person,55.9,6.2,1875,771
2,person,0.0,6.2,1614,778
3,bicycle,0.0,6.2,1615,801
4,traffic light,0.0,6.2,780,261
6,car,0.0,6.2,1478,537
9,traffic light,0.0,6.2,1105,607
16,bicycle,35.36,6.2,1620,796
18,car,127.48,6.2,736,807
22,motorcycle,100.0,6.2,861,820
28,person,127.48,6.2,872,744
40,person,134.63,6.2,872,751
41,car,127.48,6.2,619,841
51,motorcycle,111.8,6.2,870,836
53,car,226.38,6.2,247,861
57,person,75.0,6.2,850,763
58,person,134.63,6.2,858,787
62,car,0,6.2,36,838
1,person,35.36,6.24,1876,772
2,person,25.0,6.24,1615,778
3,bicycle,25.0,6.24,1616,801
4,traffic light,0.0,6.24,780,261
6,car,0.0,6.24,1478,537
9,traffic light,0.0,6.24,1105,607
16,bicycle,35.36,6.24,1621,795
18,car,103.08,6.24,740,808
22,motorcycle,103.08,6.24,865,819
28,person,103.08,6.24,876,743
40,person,111.8,6.24,876,749
41,car,158.11,6.24,625,839
51,motorcycle,127.48,6.24,875,837
53,car,226.38,6.24,256,860
57,person,100.0,6.24,854,763
58,person,103.08,6.24,862,786
62,car,125.0,6.24,41,838
1,person,25.0,6.28,1876,773
2,person,25.0,6.28,1614,778
3,bicycle,25.0,6.28,1616,800
4,traffic light,25.0,6.28,781,261
6,car,35.36,6.28,1479,536
9,traffic light,0.0,6.28,1105,607
16,bicycle,25.0,6.28,1621,794
18,car,150.0,6.28,746,808
22,motorcycle,100.0,6.28,869,819
28,person,125.0,6.28,881,743
40,person,134.63,6.28,881,747
41,car,127.48,6.28,630,838
51,motorcycle,103.08,6.28,879,838
53,truck,226.38,6.28,265,859
57,person,103.08,6.28,858,764
58,person,103.08,6.28,866,785
62,car,90.14,6.28,44,836
1,person,55.9,6.32,1877,771
2,person,0.0,6.32,1614,778
3,bicycle,25.0,6.32,1617,800
4,traffic light,0.0,6.32,781,261
6,car,25.0,6.32,1479,537
9,traffic light,0.0,6.32,1105,607
16,bicycle,25.0,6.32,1622,794
18,car,152.07,6.32,752,809
22,motorcycle,103.08,6.32,873,818
28,person,127.48,6.32,886,742
40,person,134.63,6.32,886,745
41,car,127.48,6.32,635,837
51,motorcycle,127.48,6.32,884,839
53,car,230.49,6.32,274,857
58,person,103.08,6.32,870,784
62,car,35.36,6.32,45,835
1,person,0.0,6.36,1877,771
2,person,55.9,6.36,1616,777
3,bicycle,79.06,6.36,1616,797
4,traffic light,0.0,6.36,781,261
6,car,25.0,6.36,1479,538
9,traffic light,0.0,6.36,1105,607
16,bicycle,35.36,6.36,1623,793
18,car,100.0,6.36,756,809
22,motorcycle,100.0,6.36,877,818
28,person,103.08,6.36,890,741
40,person,111.8,6.36,890,743
41,car,158.11,6.36,641,835
51,motorcycle,111.8,6.36,888,841
53,car,206.16,6.36,282,855
58,person,100.0,6.36,874,784
62,car,150.0,6.36,51,835
1,person,25.0,6.4,1877,772
2,person,25.0,6.4,1616,776
3,bicycle,25.0,6.4,1616,796
4,traffic light,0.0,6.4,781,261
6,car,25.0,6.4,1479,537
9,traffic light,0.0,6.4,1105,607
16,bicycle,35.36,6.4,1624,792
18,car,152.07,6.4,762,810
22,motorcycle,103.08,6.4,881,817
28,person,127.48,6.4,895,740
40,person,134.63,6.4,895,741
41,car,176.78,6.4,648,834
51,motorcycle,127.48,6.4,893,842
53,car,226.38,6.4,291,854
58,person,79.06,6.4,877,783
62,car,125.0,6.4,56,835
1,person,0.0,6.44,1877,772
2,person,0.0,6.44,1616,776
3,bicycle,25.0,6.44,1616,795
4,traffic light,25.0,6.44,780,261
6,car,35.36,6.44,1478,538
9,traffic light,0.0,6.44,1105,607
16,bicycle,35.36,6.44,1625,791
18,car,127.48,6.44,767,811
22,motorcycle,75.0,6.44,881,820
28,person,127.48,6.44,900,739
40,person,134.63,6.44,900,739
41,car,134.63,6.44,653,832
51,motorcycle,103.08,6.44,897,843
53,car,200.0,6.44,299,854
58,person,103.08,6.44,881,782
62,car,182.0,6.44,63,833
1,person,25.0,6.48,1878,772
2,person,0.0,6.48,1616,776
3,bicycle,25.0,6.48,1616,794
4,traffic light,0.0,6.48,780,261
6,car,0.0,6.48,1478,538
9,traffic light,0.0,6.48,1105,607
16,bicycle,25.0,6.48,1626,791
18,car,152.07,6.48,773,812
22,motorcycle,100.0,6.48,885,820
28,person,103.08,6.48,904,738
40,person,125.0,6.48,904,736
41,car,127.48,6.48,658,831
51,motorcycle,134.63,6.48,902,845
53,car,250.0,6.48,309,854
58,person,103.08,6.48,885,781
62,car,100.0,6.48,67,833
1,person,25.0,6.52,1878,771
2,person,25.0,6.52,1616,775
3,bicycle,35.36,6.52,1617,793
4,traffic light,0.0,6.52,780,261
6,car,0.0,6.52,1478,538
9,traffic light,0.0,6.52,1105,607
16,bicycle,25.0,6.52,1626,790
18,car,125.0,6.52,778,812
22,motorcycle,100.0,6.52,889,820
28,person,127.48,6.52,909,737
40,person,134.63,6.52,909,734
41,car,125.0,6.52,663,831
51,motorcycle,103.08,6.52,906,846
53,car,200.0,6.52,317,854
58,person,103.08,6.52,889,780
62,car,55.9,6.52,69,832
1,person,0.0,6.56,1878,771
2,person,0.0,6.56,1616,775
3,bicycle,25.0,6.56,1617,792
4,traffic light,0.0,6.56,780,261
6,car,25.0,6.56,1478,537
9,traffic light,0.0,6.56,1105,607
16,bicycle,35.36,6.56,1627,789
18,car,150.0,6.56,784,812
22,motorcycle,75.0,6.56,892,820
28,person,125.0,6.56,914,737
40,person,134.63,6.56,914,732
41,car,152.07,6.56,669,830
51,motorcycle,127.48,6.56,911,847
53,car,176.78,6.56,324,853
58,person,254.95,6.56,891,790
62,car,127.48,6.56,74,831
1,person,0.0,6.6,1878,771
2,person,25.0,6.6,1615,775
3,bicycle,0.0,6.6,1617,792
4,traffic light,0.0,6.6,780,261
6,car,35.36,6.6,1477,536
9,traffic light,0.0,6.6,1105,607
16,bicycle,35.36,6.6,1628,788
18,car,152.07,6.6,790,813
22,motorcycle,100.0,6.6,896,820
28,person,103.08,6.6,918,736
40,person,111.8,6.6,918,730
41,car,127.48,6.6,674,829
51,motorcycle,127.48,6.6,916,848
53,car,201.56,6.6,332,852
58,person,90.14,6.6,894,788
62,car,127.48,6.6,79,830
1,person,25.0,6.64,1878,772
2,person,25.0,6.64,1615,774
3,bicycle,35.36,6.64,1618,791
4,traffic light,0.0,6.64,780,261
6,car,25.0,6.64,1477,537
9,traffic light,0.0,6.64,1105,607
16,bicycle,25.0,6.64,1629,788
18,car,134.63,6.64,795,815
22,motorcycle,103.08,6.64,900,819
40,person,134.63,6.64,923,728
41,car,103.08,6.64,678,828
51,motorcycle,111.8,6.64,920,850
53,car,176.78,6.64,339,851
58,person,75.0,6.64,897,788
62,car,200.0,6.64,87,830
1,person,50.0,6.68,1878,774
2,person,0.0,6.68,1615,774
3,bicycle,25.0,6.68,1618,790
4,traffic light,0.0,6.68,780,261
6,car,25.0,6.68,1477,538
9,traffic light,25.0,6.68,1104,607
16,bicycle,35.36,6.68,1630,787
18,car,125.0,6.68,800,815
22,motorcycle,100.0,6.68,904,819
40,person,111.8,6.68,927,726
41,car,134.63,6.68,683,826
51,motorcycle,127.48,6.68,925,851
53,car,176.78,6.68,346,850
58,person,125.0,6.68,902,788
62,car,125.0,6.68,92,830
1,person,25.0,6.72,1878,775
2,person,35.36,6.72,1616,773
3,bicycle,0.0,6.72,1618,790
4,traffic light,0.0,6.72,780,261
6,car,25.0,6.72,1477,537
9,traffic light,0.0,6.72,1104,607
16,bicycle,35.36,6.72,1631,786
18,car,75.0,6.72,803,815
22,motorcycle,100.0,6.72,908,819
40,person,134.63,6.72,932,724
41,car,127.48,6.72,688,825
53,car,200.0,6.72,354,850
58,person,106.07,6.72,905,791
62,car,55.9,6.72,94,829
1,person,0.0,6.76,1878,775
2,person,75.0,6.76,1616,770
3,bicycle,25.0,6.76,1618,789
4,traffic light,0.0,6.76,780,261
6,car,25.0,6.76,1477,536
9,traffic light,0.0,6.76,1104,607
16,bicycle,25.0,6.76,1631,785
18,car,100.0,6.76,807,815
22,motorcycle,75.0,6.76,911,819
40,person,134.63,6.76,937,722
41,car,103.08,6.76,692,824
53,car,201.56,6.76,362,849
58,person,55.9,6.76,907,792
62,car,127.48,6.76,99,828
1,person,25.0,6.8,1878,774
2,person,0.0,6.8,1616,770
3,bicycle,35.36,6.8,1619,788
4,traffic light,25.0,6.8,781,261
6,car,50.0,6.8,1477,538
9,traffic light,25.0,6.8,1105,607
16,bicycle,35.36,6.8,1632,784
18,car,134.63,6.8,812,817
22,motorcycle,100.0,6.8,915,819
40,person,111.8,6.8,941,720
41,car,152.07,6.8,698,823
53,truck,175.0,6.8,369,849
58,person,79.06,6.8,910,793
62,car,75.0,6.8,102,828
1,person,0.0,6.84,1878,774
2,person,25.0,6.84,1616,771
3,bicycle,0.0,6.84,1619,788
4,traffic light,0.0,6.84,781,261
6,car,25.0,6.84,1477,539
9,traffic light,0.0,6.84,1105,607
18,car,103.08,6.84,816,818
22,motorcycle,103.08,6.84,919,818
40,person,134.63,6.84,946,718
41,car,127.48,6.84,703,822
53,car,182.0,6.84,376,847
58,person,134.63,6.84,915,795
62,car,125.0,6.84,107,828
1,person,0.0,6.88,1878,774
2,person,25.0,6.88,1617,771
3,bicycle,25.0,6.88,1619,787
4,traffic light,0.0,6.88,781,261
6,car,0.0,6.88,1477,539
9,traffic light,0.0,6.88,1105,607
18,car,127.48,6.88,821,819
22,motorcycle,100.0,6.88,923,818
41,car,158.11,6.88,709,820
53,car,152.07,6.88,382,846
58,person,70.71,6.88,917,797
62,car,152.07,6.88,113,827
1,person,25.0,6.92,1879,774
2,person,0.0,6.92,1617,771
3,bicycle,35.36,6.92,1620,786
4,traffic light,0.0,6.92,781,261
6,car,0.0,6.92,1477,539
9,traffic light,0.0,6.92,1105,607
18,car,125.0,6.92,826,819
22,motorcycle,75.0,6.92,926,818
41,car,127.48,6.92,714,819
53,truck,251.25,6.92,392,845
58,person,125.0,6.92,922,797
62,car,100.0,6.92,117,827
1,person,0.0,6.96,1879,774
2,person,35.36,6.96,1616,770
3,bicycle,0.0,6.96,1620,786
4,traffic light,0.0,6.96,781,261
6,car,35.36,6.96,1478,538
9,traffic light,0.0,6.96,1105,607
18,car,127.48,6.96,831,820
22,motorcycle,100.0,6.96,930,818
41,car,127.48,6.96,719,818
53,truck,175.0,6.96,399,845
58,person,50.0,6.96,924,797
62,car,70.71,6.96,119,825
1,person,0.0,7.0,1879,774
2,person,50.0,7.0,1616,768
3,bicycle,25.0,7.0,1620,785
4,traffic light,0.0,7.0,781,261
6,car,25.0,7.0,1477,538
9,traffic light,0.0,7.0,1105,607
18,car,127.48,7.0,836,821
22,motorcycle,103.08,7.0,934,817
41,car,111.8,7.0,723,816
53,car,125.0,7.0,404,845
58,person,103.08,7.0,928,796
62,car,103.08,7.0,123,824
1,person,25.0,7.04,1879,773
2,person,0.0,7.04,1616,768
3,bicycle,35.36,7.04,1621,784
4,traffic light,0.0,7.04,781,261
6,car,0.0,7.04,1477,538
9,traffic light,0.0,7.04,1105,607
18,car,125.0,7.04,841,821
22,motorcycle,100.0,7.04,938,817
41,car,103.08,7.04,727,815
53,car,150.0,7.04,410,845
58,person,79.06,7.04,931,797
62,car,79.06,7.04,126,825
1,person,0.0,7.08,1879,773
2,person,25.0,7.08,1616,767
3,bicycle,0.0,7.08,1621,784
4,traffic light,0.0,7.08,781,261
6,car,0.0,7.08,1477,538
9,traffic light,0.0,7.08,1105,607
18,car,127.48,7.08,846,822
22,motorcycle,100.0,7.08,942,817
41,car,127.48,7.08,732,814
53,car,176.78,7.08,417,844
58,person,75.0,7.08,934,797
62,car,79.06,7.08,129,824
1,person,0.0,7.12,1879,773
2,person,25.0,7.12,1615,767
3,bicycle,25.0,7.12,1621,783
4,traffic light,0.0,7.12,781,261
6,car,25.0,7.12,1477,539
9,traffic light,0.0,7.12,1105,607
18,car,127.48,7.12,851,823
22,motorcycle,75.0,7.12,945,817
41,car,100.0,7.12,736,814
53,car,152.07,7.12,423,843
58,person,55.9,7.12,936,798
62,car,182.0,7.12,136,822
1,person,55.9,7.16,1878,775
2,person,25.0,7.16,1615,766
3,bicycle,35.36,7.16,1622,782
4,traffic light,25.0,7.16,780,261
6,car,0.0,7.16,1477,539
9,traffic light,0.0,7.16,1105,607
18,car,127.48,7.16,856,824
22,motorcycle,100.0,7.16,949,817
41,car,127.48,7.16,741,813
53,car,150.0,7.16,429,843
58,person,90.14,7.16,939,800
62,car,125.0,7.16,141,822
1,person,25.0,7.2,1878,776
2,person,25.0,7.2,1615,765
3,bicycle,25.0,7.2,1622,781
4,traffic light,0.0,7.2,780,261
6,car,25.0,7.2,1477,538
9,traffic light,0.0,7.2,1105,607
18,car,125.0,7.2,861,824
22,motorcycle,103.08,7.2,953,816
41,car,103.08,7.2,745,812
53,car,206.16,7.2,437,841
58,person,111.8,7.2,943,802
62,car,79.06,7.2,144,821
1,person,25.0,7.24,1878,777
2,person,25.0,7.24,1615,764
3,bicycle,0.0,7.24,1622,781
4,traffic light,25.0,7.24,781,261
6,car,0.0,7.24,1477,538
9,traffic light,0.0,7.24,1105,607
18,car,127.48,7.24,866,825
22,motorcycle,100.0,7.24,957,816
41,car,79.06,7.24,748,811
53,car,175.0,7.24,444,841
58,person,125.0,7.24,947,805
62,car,158.11,7.24,150,819
73,truck,0,7.24,935,749
74,car,0,7.24,52,935
1,person,35.36,7.28,1879,778
2,person,0.0,7.28,1615,764
3,motorcycle,212.13,7.28,1616,787
4,traffic light,0.0,7.28,781,261
6,car,0.0,7.28,1477,538
9,traffic light,25.0,7.28,1105,608
18,car,127.48,7.28,871,826
22,motorcycle,75.0,7.28,960,816
41,car,127.48,7.28,753,810
53,truck,150.0,7.28,450,841
58,person,79.06,7.28,950,806
62,car,251.25,7.28,160,818
73,truck,79.06,7.28,938,748
74,car,230.49,7.28,58,928
1,person,25.0,7.32,1879,779
2,person,0.0,7.32,1615,764
3,motorcycle,0.0,7.32,1616,787
4,traffic light,0.0,7.32,781,261
6,car,50.0,7.32,1477,540
9,traffic light,0.0,7.32,1105,608
18,car,127.48,7.32,876,827
22,motorcycle,100.0,7.32,964,816
41,car,103.08,7.32,757,809
53,truck,152.07,7.32,456,840
58,person,79.06,7.32,953,807
62,car,226.38,7.32,169,817
73,truck,25.0,7.32,939,748
74,car,125.0,7.32,62,925
75,car,0,7.32,454,840
1,person,70.71,7.36,1881,781
2,person,35.36,7.36,1616,765
3,motorcycle,0.0,7.36,1616,787
4,traffic light,0.0,7.36,781,261
6,car,25.0,7.36,1477,541
9,traffic light,0.0,7.36,1105,608
18,car,125.0,7.36,881,827
22,motorcycle,100.0,7.36,968,816
41,car,127.48,7.36,762,808
53,truck,175.0,7.36,463,840
58,person,35.36,7.36,954,808
62,car,200.0,7.36,177,817
73,truck,55.9,7.36,941,747
74,car,127.48,7.36,67,926
75,car,158.11,7.36,460,838
76,traffic light,0,7.36,856,128
1,person,25.0,7.4,1881,782
2,person,0.0,7.4,1616,765
3,motorcycle,35.36,7.4,1615,786
4,traffic light,0.0,7.4,781,261
6,car,25.0,7.4,1476,541
9,traffic light,25.0,7.4,1105,607
18,car,127.48,7.4,886,828
22,motorcycle,103.08,7.4,972,815
41,car,79.06,7.4,765,807
53,car,90.14,7.4,466,838
58,person,25.0,7.4,955,808
62,car,201.56,7.4,185,816
73,truck,50.0,7.4,943,747
74,car,150.0,7.4,73,926
75,truck,125.0,7.4,465,838
76,traffic light,55.9,7.4,855,126
1,person,25.0,7.44,1882,782
2,person,25.0,7.44,1616,764
3,motorcycle,0.0,7.44,1615,786
4,traffic light,0.0,7.44,781,261
6,car,25.0,7.44,1476,540
9,traffic light,0.0,7.44,1105,607
18,car,127.48,7.44,891,829
22,motorcycle,75.0,7.44,975,815
41,car,152.07,7.44,771,806
53,truck,150.0,7.44,472,838
58,person,50.0,7.44,957,808
62,car,103.08,7.44,189,815
73,truck,50.0,7.44,945,747
74,car,100.0,7.44,77,926
75,car,176.78,7.44,472,837
76,traffic light,25.0,7.44,855,125
1,person,25.0,7.48,1882,783
2,person,0.0,7.48,1616,764
3,bicycle,103.08,7.48,1616,782
4,traffic light,25.0,7.48,780,261
6,car,50.0,7.48,1476,538
9,traffic light,0.0,7.48,1105,607
18,car,127.48,7.48,896,830
22,motorcycle,100.0,7.48,979,815
41,car,25.0,7.48,772,806
53,truck,176.78,7.48,479,837
58,person,79.06,7.48,960,809
62,car,200.0,7.48,197,815
73,truck,247.49,7.48,938,740
74,car,150.0,7.48,83,926
75,car,176.78,7.48,479,836
76,traffic light,0.0,7.48,855,125
